,benchmark,algorithm,best algo,statistic,pvalue,budget,test-name,better
38,spark_lda_gigantic,BO_3_0.01_1.5_GP_GP_HEDGE,BO_3_0.01_GP_PI,-1.9440572048789058,0.02915724253532486,24.0,wilcoxon,BO_3_0.01_1.5_GP_GP_HEDGE
39,spark_lda_gigantic,BO_3_0.01_1.5_GP_GP_HEDGE,BO_3_0.01_GP_PI,-2.1853972802771793,0.031242355685261843,24.0,t-test,BO_3_0.01_GP_PI
