0,Budget,0.11095788939010343
1,Experiment,0.28860425215163404
2,Init Samples,0.026527279291380934
3,temp,0.0006743018878271545
0,Budget,0.1209457843113302
1,Experiment,0.22492070489543128
2,Init Samples,0.016476622492754646
3,temp,0.001150549277858549
0,Budget,0.13107807745315175
1,Experiment,0.33426799041751276
2,Init Samples,0.0030515120105346185
3,temp,0.0005663290051386869
0,Budget,0.11944226854482105
1,Experiment,0.2617912606768584
2,Init Samples,0.012884968235789955
3,temp,0.0007839676206320342
0,Budget,0.1419323804229065
1,Experiment,0.17841141944586414
2,Init Samples,0.004781417728807648
3,temp,0.0017381645967572967
0,Budget,0.1917790542534279
1,Experiment,0.1676637005389598
2,Init Samples,0.006893868910123323
3,temp,0.0012327489129515452
0,Budget,0.12234327580495347
1,Experiment,0.22925409983097708
2,Init Samples,0.03858851200138998
3,temp,0.0005424402557707356
0,Budget,0.1262329699411892
1,Experiment,0.18282218988582308
2,Init Samples,0.028984481495312395
3,temp,0.0011277762532503736
0,Budget,0.06400024805351874
1,Experiment,0.3126561427832007
2,Init Samples,0.015691855004753334
3,temp,0.0014882661813959857
0,Budget,0.13116616219536775
1,Experiment,0.2972324346931102
2,Init Samples,0.0065450727637849735
3,temp,0.0010378424466343276
0,Budget,0.09433540824842812
1,Experiment,0.34142486801714744
2,Init Samples,0.003838300666955036
3,temp,0.0009704827966482698
0,Budget,0.1816239868060977
1,Experiment,0.2790417608727558
2,Init Samples,0.004630736568615447
3,temp,0.0013702850488269674
0,Budget,0.15186478609099524
1,Experiment,0.17005949181530378
2,Init Samples,0.005335410642606522
3,temp,0.0009142162800982258
0,Budget,0.1520348996640446
1,Experiment,0.25836254984700313
2,Init Samples,0.04811450476293358
3,temp,0.0007521973971924381
0,Budget,0.19087750253034202
1,Experiment,0.27517491990193993
2,Init Samples,0.037870475857816804
3,temp,0.0010683993840104923
0,Budget,0.35151260980257193
1,Experiment,0.07774487351605786
2,Init Samples,0.00226533179102097
3,temp,0.0009666837695028469
0,Budget,0.19337344997920217
1,Experiment,0.17533565247453078
2,Init Samples,0.04306885778215526
3,temp,0.0005540382851068797
0,Budget,0.3466253824235544
1,Experiment,0.09690377214550511
2,Init Samples,0.004312282783919756
3,temp,0.001889202269438845
0,Budget,0.21827347423043092
1,Experiment,0.2266588764637121
2,Init Samples,0.014964313107953438
3,temp,0.0015675830213996618
