0,Budget,0.18138964697473037
1,Experiment,0.15709599669909102
2,Init Samples,0.014994020171446607
3,xi,0.035986213319912655
0,Budget,0.3605385798015222
1,Experiment,0.11450042732605913
2,Init Samples,0.004099304576296791
3,xi,0.004401467968531301
0,Budget,0.16563613472513739
1,Experiment,0.1955757426715996
2,Init Samples,0.010262297878085906
3,xi,0.019116510103047123
0,Budget,0.278201589309025
1,Experiment,0.21677996912118286
2,Init Samples,0.0026495147379206148
3,xi,0.005114304213162967
0,Budget,0.35491782796876503
1,Experiment,0.1251375610005389
2,Init Samples,0.004547041481624403
3,xi,0.018838176962293757
0,Budget,0.48745175670145474
1,Experiment,0.05922406045654613
2,Init Samples,0.0033411850724626713
3,xi,0.004028745366731713
0,Budget,0.5435918191934769
1,Experiment,0.06330807652966224
2,Init Samples,0.001278571546676205
3,xi,0.0019355254694108876
0,Budget,0.3903987994376803
1,Experiment,0.11177670346618096
2,Init Samples,0.006280669499564237
3,xi,0.0030944450983413493
0,Budget,0.3347775231675437
1,Experiment,0.142771132345057
2,Init Samples,0.003130141192916461
3,xi,0.0030207158426746924
0,Budget,0.3818019363949105
1,Experiment,0.12649792533208504
2,Init Samples,0.00170555572457738
3,xi,0.0030825532163929635
0,Budget,0.4274115483524803
1,Experiment,0.07916059255988807
2,Init Samples,0.0012103437918430174
3,xi,0.05142122240932574
0,Budget,0.4021124437285133
1,Experiment,0.1058380403238536
2,Init Samples,0.002822300674137371
3,xi,0.01516128747090191
0,Budget,0.25754559586491
1,Experiment,0.0921496706097866
2,Init Samples,0.00982815957129129
3,xi,0.03989978621234279
0,Budget,0.24116405332729235
1,Experiment,0.1765156557698795
2,Init Samples,0.002249073168608089
3,xi,0.002721356347087106
0,Budget,0.28009454019701246
1,Experiment,0.13598810873252903
2,Init Samples,0.0025119278136484387
3,xi,0.021976234745497904
0,Budget,0.3614465890083131
1,Experiment,0.08111566231191915
2,Init Samples,0.003999549966578441
3,xi,0.016764318077366315
0,Budget,0.3638182140932084
1,Experiment,0.07448808082714606
2,Init Samples,0.001410595827841535
3,xi,0.021706538320842454
0,Budget,0.3221045495136763
1,Experiment,0.07316923250903648
2,Init Samples,0.0098230109726371
3,xi,0.042278943495859415
0,Budget,0.3617922379227675
1,Experiment,0.10125797372740915
2,Init Samples,0.0051092822934072305
3,xi,0.001889182197400188
0,Budget,0.4349736615299669
1,Experiment,0.07452712594790142
2,Init Samples,0.004188870211798633
3,xi,0.002693128580331443
0,Budget,0.36063136899510084
1,Experiment,0.12122203318087119
2,Init Samples,0.0012020639348628037
3,xi,0.0058836208074720345
0,Budget,0.13898410716759668
1,Experiment,0.30379463758669895
2,Init Samples,0.0050891298054624645
3,xi,0.008928682385052511
0,Budget,0.18094218737577772
1,Experiment,0.18650328899421514
2,Init Samples,0.00354094303445695
3,xi,0.001624169843751267
0,Budget,0.17565213040979527
1,Experiment,0.20204406980941478
2,Init Samples,0.010275400807592273
3,xi,0.0034327448684954654
0,Budget,0.18228535611690438
1,Experiment,0.22311999315850012
2,Init Samples,0.011347723437687966
3,xi,0.003543480702279775
0,Budget,0.36707447873167054
1,Experiment,0.07813756846267271
2,Init Samples,0.002440711134889293
3,xi,0.005655767877265315
0,Budget,0.21922473468431586
1,Experiment,0.1180391899562742
2,Init Samples,0.0094365475466224
3,xi,0.0038243913050679842
0,Budget,0.0669707004311625
1,Experiment,0.28869716259897443
2,Init Samples,0.010313908511037487
3,xi,0.001604470329332055
0,Budget,0.30460520542136027
1,Experiment,0.16244138543759237
2,Init Samples,0.005275067090012143
3,xi,0.0017041521072431386
0,Budget,0.3704669686683746
1,Experiment,0.12241750073509271
2,Init Samples,0.002114844454502666
3,xi,0.0029722489008391245
0,Budget,0.4091846427035727
1,Experiment,0.0551858171123706
2,Init Samples,0.003050183960608918
3,xi,0.0013627671661280898
0,Budget,0.4064487773887736
1,Experiment,0.09314392842752375
2,Init Samples,0.004243394660984452
3,xi,0.002878610141277927
0,Budget,0.3976067776270776
1,Experiment,0.07236733897913247
2,Init Samples,0.0027170349403967944
3,xi,0.004286368629957691
0,Budget,0.3981977210962243
1,Experiment,0.08731529429040472
2,Init Samples,0.0039922219515014625
3,xi,0.0009195090297586594
0,Budget,0.3963368580163994
1,Experiment,0.12018512330611239
2,Init Samples,0.0013897810195201842
3,xi,0.0015275296792303097
0,Budget,0.45055830767875094
1,Experiment,0.06598867222751655
2,Init Samples,0.002662729256475669
3,xi,0.0017426144247993857
0,Budget,0.5422663959463749
1,Experiment,0.06506078228308002
2,Init Samples,0.0020902662644763786
3,xi,0.002275566682886942
0,Budget,0.3999923121633536
1,Experiment,0.1016292096284265
2,Init Samples,0.0032988925836991505
3,xi,0.0023105456073173386
0,Budget,0.4226744454289718
1,Experiment,0.08015822571758846
2,Init Samples,0.004897015057626757
3,xi,0.004182084714729639
0,Budget,0.45739099977385483
1,Experiment,0.054597846026039676
2,Init Samples,0.0014669377829257366
3,xi,0.0034736479403241747
0,Budget,0.2526931210378398
1,Experiment,0.058835422577809826
2,Init Samples,0.0014147365683975046
3,xi,0.001260927867995588
0,Budget,0.33914980495519037
1,Experiment,0.10295425623405838
2,Init Samples,0.003701332840087653
3,xi,0.0018920169581699018
0,Budget,0.42818564009632143
1,Experiment,0.06650297203699604
2,Init Samples,0.010294729857912719
3,xi,0.006527664682034773
0,Budget,0.37334285302150394
1,Experiment,0.10787253368087724
2,Init Samples,0.002586595841657174
3,xi,0.0023261490604900873
0,Budget,0.154495373822027
1,Experiment,0.18768443220321435
