0,Budget,0.19732867718188463
1,Experiment,0.18196031072289948
2,Init Samples,0.0011416098362336713
3,gamma,0.015416863872471355
0,Budget,0.22832396307091798
1,Experiment,0.20357863544564034
2,Init Samples,0.0018714927180178953
3,gamma,0.0042779980267870265
0,Budget,0.31641040860242464
1,Experiment,0.10866413182524001
2,Init Samples,0.00585185406108002
3,gamma,0.004587933630898729
0,Budget,0.2266524220609946
1,Experiment,0.17568284711368543
2,Init Samples,0.011566157418859909
3,gamma,0.004747965054026839
0,Budget,0.2567933297991766
1,Experiment,0.112306882599469
2,Init Samples,0.007778947487904069
3,gamma,0.008392218151740736
0,Budget,0.2748589534883771
1,Experiment,0.11002300994718492
2,Init Samples,0.0022253966993573703
3,gamma,0.011546734355688149
0,Budget,0.1933886434766912
1,Experiment,0.18981301430354186
2,Init Samples,0.00410180910713994
3,gamma,0.007597415864188869
0,Budget,0.23573509010356017
1,Experiment,0.15490438634605108
2,Init Samples,0.0024438444827849723
3,gamma,0.009205074102929218
0,Budget,0.3199797455982163
1,Experiment,0.12695235575021882
2,Init Samples,0.0037412573832103684
3,gamma,0.010388654110046715
0,Budget,0.3013943170159713
1,Experiment,0.09648128397686753
2,Init Samples,0.0042409591376833325
3,gamma,0.01071404861697894
0,Budget,0.3114469320695853
1,Experiment,0.09785571066669649
2,Init Samples,0.0022094463069997432
3,gamma,0.00940242518367176
0,Budget,0.33814601291603863
1,Experiment,0.10236551651335406
2,Init Samples,0.003529347644912714
3,gamma,0.006706858786965173
0,Budget,0.2207656015595822
1,Experiment,0.08659843921875644
2,Init Samples,0.0013094353392912091
3,gamma,0.002490141225264043
0,Budget,0.21919233030388074
1,Experiment,0.13633537511255278
2,Init Samples,0.011236964672458657
3,gamma,0.009131824649970834
0,Budget,0.300702404772686
1,Experiment,0.11498906298813749
2,Init Samples,0.0033068179586471583
3,gamma,0.017741947569181873
0,Budget,0.2463716053060219
1,Experiment,0.14069911261994195
2,Init Samples,0.0042822694994151065
3,gamma,0.0036980244082673005
0,Budget,0.19727383415236605
1,Experiment,0.1065273917366571
2,Init Samples,0.0014837286921633754
3,gamma,0.008530300656399462
0,Budget,0.296926004484726
1,Experiment,0.11174938470600361
2,Init Samples,0.00382293012075743
3,gamma,0.006841400910010134
0,Budget,0.34363008053639144
1,Experiment,0.1199816660527886
2,Init Samples,0.00391704461548868
3,gamma,0.004052480863929606
0,Budget,0.3899917895974423
1,Experiment,0.08550862513559705
2,Init Samples,0.0011760964743662236
3,gamma,0.0052925956788491026
0,Budget,0.17529419567755833
1,Experiment,0.18593290027723414
2,Init Samples,0.005338021914191581
3,gamma,0.006502281657779566
0,Budget,0.17847162278517514
1,Experiment,0.18186470901124474
2,Init Samples,0.00451773096869011
3,gamma,0.005004610373598916
0,Budget,0.3831775617541223
1,Experiment,0.07647967893404867
2,Init Samples,0.0015459688093138935
3,gamma,0.011877377867635068
0,Budget,0.2900775590942024
1,Experiment,0.1055233072310432
2,Init Samples,0.0010236356303881472
3,gamma,0.007575501385962794
0,Budget,0.3354792005960583
1,Experiment,0.09618533804596119
2,Init Samples,0.0026360382866534157
3,gamma,0.004994663593435945
0,Budget,0.30178261996473654
1,Experiment,0.1153135161127606
2,Init Samples,0.0029709794225473395
3,gamma,0.007051875477713248
0,Budget,0.22332256247336355
1,Experiment,0.15899512612473438
2,Init Samples,0.0015165986981488504
3,gamma,0.00363221009459233
0,Budget,0.2566960283063892
1,Experiment,0.129392745712744
2,Init Samples,0.001304352118650572
3,gamma,0.01017105823590071
0,Budget,0.22072501849831228
1,Experiment,0.1737665850700396
2,Init Samples,0.002373662151663686
3,gamma,0.006692894240670506
0,Budget,0.1333853264546119
1,Experiment,0.30287626354142105
2,Init Samples,0.00965130455330951
3,gamma,0.002488589384707033
0,Budget,0.178797402354128
1,Experiment,0.0998903094076347
2,Init Samples,0.0040207244214587835
3,gamma,0.006539005438359017
0,Budget,0.10503120609081103
1,Experiment,0.23468990582316313
2,Init Samples,0.015287303193637799
3,gamma,0.016843401522512
0,Budget,0.14394303465809927
1,Experiment,0.23768251556660616
2,Init Samples,0.01012738148124348
3,gamma,0.03511319718292111
0,Budget,0.3522931875413722
1,Experiment,0.09413675660687679
2,Init Samples,0.0035155507175845813
3,gamma,0.003284925141333095
0,Budget,0.12211702490256196
1,Experiment,0.18712553241823648
2,Init Samples,0.003798504930374716
3,gamma,0.0315106571980807
0,Budget,0.2604988957398518
1,Experiment,0.12739080939344732
2,Init Samples,0.0044521512272887335
3,gamma,0.012409394929800442
0,Budget,0.43868181625474334
1,Experiment,0.10263170035562068
2,Init Samples,0.002894582357177556
3,gamma,0.004683151102312663
0,Budget,0.47592823133692724
1,Experiment,0.05398666532485063
2,Init Samples,0.0037224947434986427
3,gamma,0.012051737222075061
0,Budget,0.2617049687858778
1,Experiment,0.17121187548583688
2,Init Samples,0.0012670494571809297
3,gamma,0.009506753279633465
0,Budget,0.31774450876144594
1,Experiment,0.1665717055960358
2,Init Samples,0.0037892782222427503
3,gamma,0.014457533831655718
0,Budget,0.42030090622544186
1,Experiment,0.08014466286873322
2,Init Samples,0.002784483421108065
3,gamma,0.004403157189141202
0,Budget,0.23773297788033804
1,Experiment,0.1486533954709684
2,Init Samples,0.0074144988407061335
3,gamma,0.003727075464335
0,Budget,0.30667650839776806
1,Experiment,0.1617751945192849
2,Init Samples,0.0034014551280865425
3,gamma,0.002118121526679037
0,Budget,0.2928828897582969
1,Experiment,0.11297751856597922
2,Init Samples,0.01649905023278628
3,gamma,0.005035266903812211
